data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Lởm chởm lừa đảo wifi không bắt được ở nơi đông đúc như crush tránh mặt đám đông, đóng hàng móp méo nặng kiểu tai nạn xe đạp, camera mờ nhòe zoom vào vỡ hết như kính cận vỡ",,Negative,,,,Negative,,,,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: màn hình đẹp hiển thị chi tiết, dùng ngoài trời cũng rất sáng nữa không bị tối.",,,,Positive,,,,,,,
hàn tốt đóng gói kỹ chất lượng chưa biết cho shop 5 sao,,,,,,Positive,,,,,
"Mình thường mua sản phẩm trên shopee. Khá hài lòng về thời gian đóng gói của cửa hàng và thời gian giao hàng của đơn vị vận chuyển. Dòng nubia thì cũng có tìm hiểu kỹ từ các video review trên ytube cho nên mình chọn con này. Đã test thử từ game, nghe nhạc, độ mượt của màn 120hz quá tốt, giá cả lại quá hợp túi tiền. Rất tiếc là cửa hàng không có các dòng nubia z nhưng mà vẫn tốt. Sản phẩm này ổn trong tầm giá. Sẽ ủng hộ nếu cửa hàng có các dòng mạnh hơn. Chúc cửa hàng mua may bán đắt nhé.",,,Positive,Positive,,Positive,Positive,,Positive,,
"Chất lượng dở. Hình ảnh quảng cáo ảo. Pin yếu. Máy đơ liên tục, phải khởi động lại. Pin hao vù vù. Đóng gói không chắc chắn, móp góc. Chăm sóc khách hàng thái độ khó chịu",Negative,,Negative,,Negative,Negative,,Negative,,,
Camera selfie tệ. Ảnh selfie khác ảnh quảng cáo. Camera thiếu chi tiết + màu giả. Selfie bị mịn quá mức mất chi tiết màu sai. Pin và hiệu năng bình thường nhưng không nổi bật. Đóng gói sơ sài ship tới muộn. Chăm sóc khách hàng hỗ trợ chậm và không có giải pháp hữu hiệu,Neutral,Negative,Neutral,,,Negative,,Negative,Negative,,
"Giao hàng quá lâu, điện thoại giá vừa phải. Hi vọng sử dụng ổn. Thời gian nữa xem tốt không.",,,,,,,Positive,,Negative,,
"Mua hộ nên quên chụp ảnh nhưng nghe bà nói là sử dụng tương đối ổn, nhanh hết pin và chuông hơi nhỏ",Negative,,,,,,,,,Negative,
"Màu sắc: xanh dương 
Phân loại: likenew 99% chất lượng: tốt",,,,,,,,,,Positive,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb chất lượng sản phẩm tuyệt vời! đóng gói cẩn thận! vận chuyển hàng nhanh! sẽ ủng hộ cửa hàng lâu dài.😎",,,,,,Positive,,,Positive,,
"Hàng chất lượng khỏi bàn cãi , ai xịn",,,,,,,,,,Positive,
"Hàng ổn theo tầm giá, nói chung là ổn",,,,,,,Positive,,,,
"Color family: random color sản phẩm: máy mới đẹp ,đầy đủ phụ kiện cửa hàng uy tín cảm ơn cửa hàng rất nhiều tặng cửa hàng 5 sao",,,,,,,,,,Positive,
"Đúng với mô tả: yes 
Tính năng nổi bật: sạc nhánh 
Chất lượng sản phẩm: ngoại hình hơi xước xíu tổng thể máy rất hài lòng máy hiệu năng cao hơi nóng có sạc nhánh vừa chơi sạc không chai pin màn hình dài đọc wed khá đã (mặc dù đặt màn ám nhẹ giờ chưa thấy nó ám icon ;)))) cảm ơn cửa hàng nha vì giữ đúng lời hứa :))))",Positive,,,,Negative,,,,,,
"bảo hành rắc rối, qua rất nhiều thủ tục mới được bảo hành, còn chưa biết bảo hành ra hồn gì hay không.",,,,,,,,Negative,,,
"Đã nhận hàng, nói chung là ổn. Đang cập nhật phần mềm.",,,,,,,,,,Positive,
"Màu sắc: bạc 
Phân loại: nguyên seal sản phẩm rất tốt cửa hàng làm ăn uy tín chất lượng",,,,,,,,,,Positive,
"sản phẩm được đóng gói kỹ càng tem mác nguyên vẹn, đang trong quá trình trải nghiệm máy",,,,,,Positive,,,,,
"Kết nối wifi chập chờn hỗ trợ băng tần nhưng không ổn stream hay đứng hình, lag mạng,",,,Negative,,,,,,,,
Hàng lỗi,,,,,,,,,,Negative,
"Điện thoại quá tệ mua oppo a56 nhưng chip thì a53 vỏ a56, ram có 4gb fake lên 8gb, rom 128gb fake 256gb lại còn màn hình lô, pin thì sạc 8 tiéng chưa đầy má đêch biết nói gì luôn, nói chung đây là máy dựng hàng si đa quá tệ, không cần gấp sử dụng chắc t trả hàng rồi mọi người nên xem xét lại kỹ trước khi mua máy ở đây",Negative,,,Negative,,,,,,,
"khui ra đã có vết chấm trên màn hình. mua online không rẻ được mấy mà khui ra bị sao thì khó được hỗ trợ đổi lắm. sau ra đmx hoặc fpt mua cho chính thống, khui hàng 3 mặt 1 lời nó dễ hơn.",,,,Negative,,,Negative,,,,
"Nhóm màu: nhiều màu 
Dung lượng lưu trữ: 256gb hàng ngon nha xác bạn. Tôi tính mua bản 2 sim nhưng lỡ book không để ý nên hàng về bản 1 sim. Máy ổn, ít nóng khi sử dụng 4g liên tục. Chơi game mượt. Màn ngoài có 1 vết trầy nhưng không ảnh hưởng đến hiển thị. Nói chung là tốt trong tầm giá.",,,Positive,Positive,,,Positive,,,,
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: qua dung cửa hàng uy tin ban hang chất lượng da mua rat nhieu lan",,,,,,,,,,Positive,
pin tụt từ 100% xuống 90% rất nhanh. pin bị hao hụt khi để qua đêm. hiệu năng kém hơn máy đời cũ. pin ảo. máy nóng ran. đóng gói thiếu phụ kiện,Negative,,Negative,,,Negative,,,,,
"Máy đẹp hơn sự mong đợi của mình, lướt wep phà phà,cảm ứng rất mượt, ... Sản phẩm quá tốt. Ít hôm nữa mình sẽ mua thêm 1 cái nữa nhé cửa hàng.",,,Positive,,Positive,,,,,,
"Màu sắc: bạc 
Phân loại: nguyên seal xịn lắm nha nên mua",,,,,,,,,,Positive,
"điện thoại sử dụng oke , đúng mô tả, giao hàng chậm, đặt từ ngày 11/9 tới ngày 17 mới nhận được",,,,,,,,,Negative,,
săn sales được giá ngon nha mọi người. tiền nào của nấy nhưng giá này tìm được con điện thoại pin trâu ram 6 128gb là tốt rồi luot web xem phim thôi cug đủ rồi quý dị,Positive,,,,,,Positive,,,,
"pin cầm 3 giờ rưỡi làm việc hơi ít, đóng gói không ngừa rung. camera đêm thiếu độ rõ, chat hỗ trợ mất kết nối.",Negative,Negative,,,,Negative,,Negative,,,
"Nhóm màu: black 
Dung lượng lưu trữ: 128gb sang trọng và thanh lịch, hiệu suất mượt mà, giá trị tuyệt vời cho số tiền, các tính năng đổi mới,",,,Positive,,,,Positive,,,,
"Color family: random color sản phẩm: màu đen cáp sạc cửa hàng rất uy tín, điện thoại rất là xịn xò,thử qua mọi chức năng đều tốt,chụp hình rất đẹp, ... mình rất thích ,tặng cửa hàng 5 sao.có dịp sẽ ghé ủng hộ.",,Positive,,,,,,Positive,,,
Máy ảnh có nhiều chế độ chụp. Mình chưa dùng thử hết các chế độ này.,,Neutral,,,,,,,,,
tiền nào của ấy thôi mua về sử dụng để check app lm việc thôi nên sử dụng tạm vậy máy hơi load chậm với ấn phím hay bị sai,,,,,,,,,,Positive,
"Phần mềm nhiều lỗi đúng mẫu giao diện khó sử dụng. Hệ điều hành nhiều lỗi vặt, hay bị xung đột app. Sử dụng rất khó chịu.",,,,,,,,,,Negative,
Chưa kiểm tra kĩ nhưng mở màn hình tối. Để lắp sim vào sử dụng mới biết,,,,Negative,,,,,,,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: 2 phím trigger sử dụng được 1 tháng rồi giờ mới đánh giá. Điện thoại tốt, mượt 120hz tốt lắm, chơi liên quân mượt. Mấy tác vụ bình thường cũng mượt nốt luôn. Nhưng mà sử dụng được 15 ngày rồi mới để ý thấy góc phải ở trên dưới biểu tượng wifi khoảng 1cm bị liệt cảm ứng khoản nhỏ thì phải. Vào Facebook bấm vào kính lúp tìm kiếm ở Facebook bấm hoài không ăn, bấm lệch xíu nhỏ đó mới ăn.",,,Positive,Negative,,,,,,,
Hàng giao đúng hẹn đóng gói an toàn. Tuy nhiên hơi khó lắp. Cửa hàng nên có ý kiến với nhà sản xuất cải thiện,,,,,,Positive,,,Positive,,
máy dựng tới khay sim được cạo sơn màu hồng rồi sơn lại thành màu đen bên trong còn không có ống heatpipe dựng cẩu thả quá,,,,,,,,,,Negative,
"Chất lượng sản phẩm: tệ 
Đúng với mô tả: lừa lọc 
Tính năng nổi bật: không đáng giá máy 3tr9 mà hay lỗi, không xứng đáng, nên mua hãng khác",,,,,,,Negative,,,,
máy như đầu bùi vừa đơ vừa nóng máy đang xem tắt nguồn,,,,,,,,,,Negative,
"Máy sử dụng tốt, kiểu dáng đẹp, sang trọng. Nhân viên phục vụ chu đáo,. Hướng dẫn nhiệt tình. Máy không chỉ sở hữu cấu hình mạnh mẽ mà còn có camera trước và sau chụp hình rất sắc nét, xem phim và loa thì khỏi chê, bin lướt facebook cả ngày",,Positive,,,Positive,,,Positive,,Positive,
Máy thường xuyên bị tắt nguồn đột ngột. Thiết kế cầm không chắc tay. Hiệu năng kém không xử lý nổi 2 ứng dụng cùng lúc. Đóng hàng quá sơ sài. Shipper giao hàng không lịch sự,,,Negative,,Negative,Negative,,,Negative,,
"thấy điện thoại còn mới tinh đang sử dụng mới có ,1 ngày thấy chưa bị vấn đề gì hết chờ đoi them sử dụng vai ngày nữa coi thể nào ,thấu shiper thân thiện và vui vẻ",,,,,,,,,Positive,,
"Mua về mình bị lỗi ngoại quan, cũng phải chạy hơi xa ~15km, 1h di chuyển để đổi máy mới, nghỉ nửa ngày làm. Cửa hàng cho 36h đổi cũng hơi khoai do xa và phụ thuộc vào thời tiết, chỗ mình mưa sml ... Định để sử dụng luôn nhưng apple không bảo hành vụ cấn gốc này, nên mình đi đổi. Máy thứ 2 đổi thì ngày hôm sau lỗi wifi bật mà không dò được, phải bật tắt tay, mình đang theo dõi để xem còn bị không thì đem bão hành hãng vì active rồi :((",,,,,Negative,,,Negative,,,
Giao hàng nhanh. Đóng gói cẩn thận. Cảm quan tốt. Phím dễ sử dụng. Hy vọng sử dụng bền. Mua cho người lớn tuổi sử dụng. Sẽ mua tiếp khi có nhu cầu. Màu sắc đẹp. Hoàn thiện tốt. 2 Sim thích nhất chân sạc typec,,,,,Positive,Positive,,,Positive,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb sang trọng và thanh lịch, màn hình sắc nét, thiết kế đẹp mắt, thời lượng pin lâu dài,",Positive,,,Positive,Positive,,,,,,
"đã nhận được hàng giao hàng khá nhanh máy đen , nhẹ , nhưng wifi kiểu bị lag ý , điện thoại khác xem được nhưng máy này xem lại lag",,,Negative,,,,,,Positive,,
Hộp đựng sản phẩm được bọc kín bằng ni-lông,,,,,,Neutral,,,,,
Color family: random color sản phẩm: hài lòng,,,,,,,,,,,Neutral
"Đúng với mô tả: không 
Chất lượng sản phẩm: tạm 
Tính năng nổi bật: ổn máy dựng, ổ cắm tai nghe cũ lắm rồi, không có cảm biến nfc để xác thực vneid. Mới bật máy lên hơi lag nhưng cập nhật xong tốt. Bảo hành 6 tháng nên hôm sau có phát sinh gì sửa đánh giá sau",,,Positive,,,,,Neutral,,Positive,
"pin sụt nhanh, máy nóng. không. không. pin và hiệu năng đều tệ. thái độ shipper không tốt, ném hàng.",Negative,,Negative,,,,,,Negative,,
Nhóm màu: màu đen điện thoại dùng quá tốt cửa hàng sử dụng hài lòng qua cảm ơn nhân viên bên cửa hàng đã tư vấn điện thoại cho mình rất ưng ý 🥰🥰🥰🥰🥰🥰 😁😁😁 tặng cửa hàng 5*,,,,,,,,,,Positive,
"Giá thì rẻ nhưng tiền nào của đó tối sạc đầy sáng điện vài cuộc điện thoại để tới chiều còn 16% pin , để thêm 1 tiếng nữa thì còn 4% , rẻ thiệt nhưng pin thấy chán quá , nhắn tin hỏi cửa hàng thì cửa hàng bảo sạc , cũng như không 😞",Negative,,,,,,Positive,Negative,,,
"Chất lượng sản phẩm: đẹp 
Tính năng nổi bật: máy mượt 
Đúng với mô tả: đúng như mô tả",,,Positive,,,,,,,,
"kém không đúng yếu kém pin nhanh hết. camera mờ, không rõ nét.,",Negative,Negative,,,,,,,,,
sản phẩm đẹp chất lượng tốt rẻ nên mua mình đã sử dụng 3 ngày mới vô đánh giá quá tuuệt còn được tặng đồng hồ đông bộ,,,,,Positive,,,,,,
hay là a lo lắng về việc này sẽ được đưa lên miệng cắn răng chịu đựng,,,,,,,,,,,Neutral
"Đã nhận máy, hình thức khoảng 70%, mô tả là hàng cũ qua sửa chữa nhưng không biết cửa hàng có test full trước khi giao hay không. Nhưng máy pin phồng không lên được nguồn ngay cả khi cắm sạc, phải sử dụng pin ngoài lắp mới bật được. Màn hình hỏng hoàn toàn cảm ứng, kể cả phím điều hướng và đa nhiệm bên dưới. Người mua sau nên cân nhắc, hên được đồ rẻ sử dụng được, xui thì thôi chấp nhận",Negative,,,Negative,,,,,,,
"Đúng với mô tả: không 
Tính năng nổi bật: không 
Chất lượng sản phẩm: tệ
Màn hình điện thoại hở.hang quá tệ",,,,Negative,,,,,,,
"Nhóm màu: midnight 
Dung lượng lưu trữ: 256gb lần đầu mua iphone thế cũng khá lo lắng nhưng sản phẩm nhận được khá tốt rất hài lòng với shoppp",,,,,,,,,,Positive,
"phụ kiện giả tặng phụ kiện thật là quảng cáo cáp/tai nghe dỏm, hỏng sớm,",,,,,,,,,,Negative,
"Đóng gói cẩu thả. Hàng không được bọc chống sốc. Không được bảo vệ. Hàng dễ vỡ mà chỉ gói bằng túi nilông mỏng, không có hộp cứng bên ngoài. Hiệu năng máy hơi lag",,,Negative,,,Negative,,,,,
"Nhóm màu: natural 
Dung lượng lưu trữ: 256gb tốt",,,,,,,,,,Positive,
"Nhóm màu: vàng đồng 
Phân loại sản phẩm: không sạc tốt",,,,,,,,,,Negative,
Điện thoại khoẻ mà hơi nóng máy khi chơi asphalt 9 với tụt pin cũng hơi nhanh,Negative,,,,,,,,,,
"cửa hàng, nhân viên hỗ trợ nhiệt tình, sau 5 giờ đặt, nhân viên cửa hàng fpt gần nhà đã đến giao hàng.",,,,,,,,Positive,Positive,,
nên mua sử dụng hợp với tầm giá,,,,,,,Positive,,,,
Máy rất tốt với tầm giá . Đủ phụ kiện đúng mô tả. Sẽ ủng hộ thêm,,,,,,,Positive,,,,
Đừng mua lag vai chơi game không được game nhẹ còn lag,,,Negative,,,,,,,,
hỏng hàng tồn kho date sản xuất từ 2 năm trước,,,,,,,,,,Negative,
"Tồi tệ dối nóng máy, camera vỡ",,Negative,,,,,,,,,
"Màu máy: màu đen sản phẩm: samsung a50s 4/64gb cửa hàng bán hàng uy tín riết chắc tôi hết tiền với cái cửa hàng này luôn quá bán đồ gì đâu mà món nào cũng rẻ cũng chất lượng hết lãnh lương là tôi qua mua liền, đặt online liền hai cái 10 điểm cho cửa hàng nha nhận hàng rất là ưng ý luôn chất lượng tuyệt vời mà giá cả thì phải chăng nữa nhân viên dễ thương tư vấn nhiệt tình nhé màn hình tuyệt đẹp bộ xử lý nhanh và hiệu quả giá trị tuyệt vời cho số tiền bỏ ra tặng cửa hàng đủ năm sao",,,,Positive,,,Positive,Positive,,,
"Chất lượng sản phẩm: máy lag kinh khủng, có lúc còn không lên nguồn được, máy không sử dụng được sim, phần góc máy vỡ nhẹ và mình có liên hệ với cửa hàng qua cả zalo lẫn shopee nhưng không hề được phản hồi. Trước khi nhận hàng cửa hàng trả lời cũng nhiệt tình mà ạ. Mình đọc bình luận thấy cửa hàng uy tín nên quyết định tin tưởng vậy mà, mình không có nhiều tiền nên dù máy ít tiền thì mua không sử dụng được vẫn rất phí ạ 🙂 
Đúng với mô tả: 50℅ sản phẩm: hàng lỗi hoặc bị hư hỏng tệ",,,Negative,,Negative,,,Negative,,,
Chất lượng sản phẩm: camera và màn hình hoạt động tương ứng với thông số kỹ thuật công bố.,,Neutral,,Neutral,,,,,,,
"Máy có ngoại hình đẹp. Màn hình đẹp, nhạy những không có vân tay. Tốt trong tầm giad",,,,Positive,,,Positive,,,Positive,
"Chất lượng sản phẩm: sản phẩm tốt, đúng với miêu tả, cửa hàng trả lời tin nhắn nhiệt tình",,,,,,,,Positive,,,
"Lần đầu mua điện thoại onl hơi sợ cũng tốt, mua onl điện thoại bị kích hoạt onl trước nha, cửa hàng kêu sẽ bảo hành bù cho đủ 12th nhưng ngày bảo hành lại tính từ ngày gửi đi thì mất mấy ngày, không đáng nhưng cảm thấy dịch vụ chăm sóc khách hàng vẫn chưa thoả đáng cho người mua",,,,,,,,Negative,,,
Biết sớm bom luôn rồi chán,,,,,,,,,,Negative,
Không xem được youtube không đăng nhập được,,,,,,,,,,Negative,
"tệ hại không dở hiệu năng ì ạch. chăm sóc khách hàng không quan tâm.,",,,Negative,,,,,Negative,,,
"Nhóm màu: đen dung lượng lưu trữ rộng rãi 128gb, tuổi thọ pin lâu dài, 🔋 
Thời lượng pin: trâu 📸 
Chất lượng camera: tốt",Positive,Positive,,,,,,,,,
điện thoại sử dụng mượt. tuy nhiên pin không được bền. sử dụng cùng lúc với máy oppo cùng đời nhưng sụt pin nhanh hơn 10%. máy sử dụng nóng ran phần dưới,Negative,,Positive,,,,,,,,
"Tính năng chụp đêm được tích hợp sẵn trong ứng dụng camera, mình chưa thử nghiệm.",,Neutral,,,,,,,,Neutral,
"Kém không đúng yếu kém pin tụt vèo vèo. Camera mờ như sương mù.,",Negative,Negative,,,,,,,,,
"Nhóm màu: đen khe cắm sim kép tiện lợi, tuổi thọ pin lâu dài, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",Positive,Positive,,,,,,,,,
- Sử dụng được ít bữa sập nguồn luôn nhắn tin gọi cửa hàng không được. Sao shoppee vẫn còn tồn tại cửa hàng thế này cửa hàng này lừa dối nha. Nhắn tin không trả lời hỏi không. Mua samsung thì chuyển hàng oppo. Màn hình thì bị có vấn đề vận chuyển chậm nhắn tin không trả lời. Gọi điện không bắt máy xem b luận thấy mọi người đánh giá tốt ai ngờ gặp ngay quả đắng -,,,,Negative,,,,Negative,Negative,,
"hình ảnh 5g, nhưng bán 4g. như đang lừa người tiêu sử dụng",,,,,,,,,,Neutral,
"Sản phẩm: hàng lỗi hoặc bị hư hỏng máy có 2 loa, mua về chỉ phát 1 loa. Đem ra ttbh thì yêu cầu phải có hoá đơn + để máy lại sửa. Mình không chịu nên lấy về hoàn hàng cho shopee. Shopee lấy về 1-2 tuần sửa máy xong trả lại cho mình, không biết có bị bung máy chưa nữa :)",,,,,,,,Negative,,Negative,
nói ram6g/128g máy hiện ram6g/128g test qua antutu ram3g/32g,,,,,,,,,,Neutral,
"máy sử dụng rất mượt, rất đáng tin cậy, mọi người hãy yên tâm khi mua sản phẩm bên cửa hàng này nhé.",,,Positive,,,,,,,,
Có những tính năng nào mới được cập nhật trong phiên bản phần mềm lần này?,,,,,,,,,,Neutral,
Quay video giật. Quay mượt 4k chỉ là quảng cáo. Chống rung kém vài phút là nóng máy,,Negative,,,Negative,,,,,,
"Color family: random color sản phẩm: quá ngon,máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng",,,,,Positive,,Positive,,Positive,,
không biet ben không nhung thay may tuyệt,,,,,,,,,,Positive,
"Color family: yellow storage capacity: 6gb+128gb giao hành rất nhanh, mới sử dụng nhưng thấy ổn, sẽ cập nhật sau thời gian sử dụng. ảnh chụp mang tính chất nhận coin",,,,,,,,,Positive,,
"Dung lượng lưu trữ: 8+256 trải nghiệm cửa hàng rất uy tín 👍🏻. mình chat với cửa hàng để chọn màu và cửa hàng tư vấn nhiệt tình lịch sự. nhận hàng đúng hãng, cấu hình, màu. khi thử đến cốc sạc thì sạc bị lỗi, có phản hồi với cửa hàng có clip hình cụ thể cửa hàng gửi ngay lại cốc sạc khác. camera lồi lên số với mặt lưng, ốp hãng cho kèm vẫn thấp hơn nên cần mua ốp bảo vệ được cảm chứ không là dễ trâỳ. ghi âm cuộc gọi không sử dụng được như note7 của mình , hình như các mẫu máy sau không còn cho ghi âm cuộc gọi nữa. thời buổi này thật giả lẫn lộn mà cửa hàng uy tín vậy thì chỉ có ngày càng thành công thôi. đáng trải nghiệm nhé mọi người. 😊👌",,Positive,,,,,,Positive,,,
đặt hàng ở đây được ra fptshop lấy hàng xịn luôn,,,,,,,,,,Positive,
"máy lỗi không hoạt động mọi người né cái cửa hàng này ra toàn máy tân trang dựng lại, về bị loạn cảm ứng không sài được đâu, tiền mất tật mang+ thêm tức",,,,,,,,,,Negative,
"Máy lag nặng, chạy lq thì bị cash máy, lướt tiktok cũng lag nặng. Nói chung máy sử dụng để nghe gọi thì được",,,Negative,,,,,,,,
"Giao diện chụp ảnh đơn giản và dễ làm quen, chất lượng ảnh cho ra ở mức cơ bản.",,Neutral,,,,,,,,,
Lần đầu mua và sử dụng gaming phone nên cảm thấy rất thú vị và chơi rất mượt phù hợp với giá,,,Positive,,,,Positive,,,,
"Màu sắc: đen 8g/128g máy có vẻ đang thay lưng hơi ộp ẹp, lưng hàng lô nên hơi lởm, nhưng giá cũng tạm",,,,,Negative,,Neutral,,,,
"Nhóm màu: blue điện thoại s20fe đúng như quảng cáo trên ứng dụng lazada.giao hàng nhanh chóng, shipper nhiệt tình",,,,,,,,,Positive,,
"Khuyên nên mua con máy khác , đặt hộ nên thấy phản ánh là máy không sử dụng được 4g cấu hình này thì với giá này mua thì mua không mua thì thui , máy có 8gb",,,,,,,,,,Negative,
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb độ phân giải màn hình tuyệt vời., tuổi thọ pin lâu dài., lựa chọn màu sắc tuyệt vời!,",Positive,,,Positive,,,,,,,
"Nhóm màu: đen 🔋 
Thời lượng pin: tốt 📸 
Chất lượng camera: đủ sử dụng ⚡ 
Hiệu suất: tốt",Positive,Positive,Positive,,,,,,,,
"Tình trạng đơn hàng được cập nhật đầy đủ, đóng gói vừa vặn với sản phẩm.",,,,,,Neutral,,,Neutral,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb tốt chính hãng",,,,,,,,,,Positive,
"Máy đẹp quá tốt, cửa hàng tư vấn tốt",,,,,Positive,,,Positive,,,
Thời lượng pin ở mức cho các tác vụ cơ bản.,Neutral,,,,,,,,,,
"Hàng tốt, giao 5 ngày + 2 ngày kho nghỉ là 1 tuần mới có máy nhưng máy chuẩn Việt Nam, shipper giao cũng kêu mang cccd và chụp ảnh lại được nha",,,,,,,,,Positive,,
"Điện thoại nứt màn hình còn loạn cảm ứng nữa,chán thiệt chứ",,,,Negative,,,,,,,
"Đóng gói sản phẩm chỉ có hộp máy và seal nilon, không có thêm lớp chống sốc.",,,,,,Negative,,,,,
"Nhóm màu: desert 
Dung lượng lưu trữ: 512gb tốt",,,,,,,,,,Positive,
"Nhóm màu: black 
Dung lượng lưu trữ: 128gb màu sắc tuyệt đẹp, khó lựa chọn!,",,,,,Positive,,,,,,
Đóng gói kỹ giao nhanh nha cửa hàng hàng đẹp mượt đang teat pin loa. Quá tốt nha cửa hàng cảm ơn cửa hàng nhiều,,,,,Positive,Positive,,,Positive,,
"Cửa hàng giao nhanh vừa đặt hôm sau đã giao, sản phẩm sử dụng tốt và mượt ạ",,,Positive,,,,,,Positive,,
"Không bao giờ có lần thứ hai , lừa đảo máy sập nguồn liên tục mà vẫn gửi đi cho khách được. Sạc thì lâu vào anh em đừng mua bị n lừa đấy",Negative,,,,,,,,,,
Thời gian giao hàng trong khoảng 3-5 ngày làm việc.,,,,,,,,,Neutral,,
"Chất lượng oke nhaaaa cửa hàng rất là dễ thương, hỏi gì trả lời liền luôn ạ.",,,,,,,,Positive,,,
Camera quay video rung lắc như đi tàu. Chất liệu vỏ máy rẻ tiền. Màn hình không đủ sáng khi ra nắng. Hiệu năng làm việc nặng không nổi. Chăm sóc khách hàng không hề gọi lại như đã hứa. Đơn hàng tự động bị hủy,,Negative,Negative,Negative,,,,Negative,,,
"khuyết điểm chức năng đa nhiệm kém. Mở 3 app là bị lag, reload liên tục, không sử dụng được.,",,,Negative,,,,,,,,
Hàng sử dụng ổn sẽ giới thiệu người thân và bạn bè ủng hộ cửa hàng nhé,,,,,,,,,,Positive,
ship thì luôn giao chậm,,,,,,,,,Negative,,
"Camera đêm thiếu sáng rõ, pin hao sử dụng bản đồ. Giao hàng chậm 11 ngày, đóng gói mỏng gây nứt viền.",Negative,Negative,,,,Negative,,,Negative,,
chăm sóc khách hàng từ chối bảo hành. nhân viên chăm sóc khách hàng thiếu kiến thức. khó khiếu nại. báo lỗi thì bảo không nằm trong diện bảo hành. gọi điện khó,,,,,,,,Negative,,,
"Điện thoại mở nguồn không lên vậy cũng bán, làm sao mà sử dụng được 😩",,,,,,,,,,Negative,
"Màu sắc: đen 
Phân loại: nguyên seal tính năng: tốt chất lượng: tốt chất liệu: tốt",,,,,,Positive,,,,Positive,
"Sản phẩm đẹp nguyên seal, đúng mô tả, nhân viên hỗ trợ nhiệt tình về bảo hành lẫn trả lời rõ ràng những thắc mắc",,,,,,,,Positive,,,
Săn sale được giá tầm 1tr7 xong còn được hoàn xu. Giá rẻ. Chất lượng trong tầm giá thui nhưng không không thể đòi hỏi hơn,,,,,,,Positive,,,,
Mức giá của sản phẩm tương ứng với cấu hình được công bố. Chính sách bảo hành hợp lý.,,,,,,,Neutral,Neutral,,,
"Đúng với mô tả: cửa hàng giao không đúng hàng đã nhận được hàng , cửa hàng thay đổi cấu hình của máy , con này là oppo a9 độ phân giải màn hình là 720 ×1600 còn oppo f11 độ phân giải là 1800 × 2340 cho cửa hàng 3 sao",,,,,,,,,Negative,,
Hiệu năng quá tải pin yếu chăm sóc khách hàng thái độ,Negative,,Negative,,,,,Negative,,,
Nhóm màu: màu đen nhận hàng được mấy hôm chưa có viết đánh giá chờ sài vài ngày nữa xem sao và hàng sài tốt lắm nên mình cho cửa hàng 5sao,,,,,,,,,,Positive,
"Thời lượng pin ngon. Chất lượng camera hơi tối, không nét lắm. Hiệu suất cũng tốt",,Negative,Positive,,,,,,,,
"sản phẩm tệ + chăm sóc khách hàng tệ vô cùng. ai đời lần đầu thấy quả cửa hàng chặn cả khách hàng 😭 khi nhận máy sạc đầy 100% để qua đêm, sáng hôm sau sụt hết sạch pin !!! mình có nhắn tin báo lại với cửa hàng để giải quyết, trước khi đánh giá 1 sao. cửa hàng bảo cho xin sdt, mình gửi cái xong chặn mình luôn 🥲 ủaa kỳ vậy sao bán hàng được",Negative,,,,,,,Negative,,,
"Đẹp như mới các bác ạ ,giá rẻ cấu hình máy tốt ,đầy đủ chức năng, có bảo hành, giao tận nơi. Không có gì để đòi hỏi hơn về cửa hàng",,,,,Positive,,Positive,,Positive,Positive,
"Chăm sóc khách hàng hỗ trợ chậm chạp. Phản hồi quá lâu. Dịch vụ tệ. Gửi mail hỗ trợ mà cả tuần không thấy trả lời, gọi điện cũng phải chờ lâu. Hiệu năng máy cũng không được mượt mà",,,Negative,,,,,Negative,,,
Cụm camera sau có số lượng ống kính khớp với mô tả của nhà sản xuất.,,Neutral,,,,,,,,,
"Mọi thông số về màn hình, camera, pin đều đúng như nhà sản xuất công bố.",Neutral,Neutral,,Neutral,,,,,,,
Phiên bản: mỹ 2 sim 128gb camera trầy xước nhiều . Chụp ảnh xấu không sắc nét. Tặng tai nghe chân không cắm vào máy tye c được,,Negative,,,,,,,,,
chất lượng sản phẩm là hàng fake chứ không phải hàng chính hãng như cửa hàng quảng cáo. mua chữa cháy thì tạm ổn chạy 1 app đã hết dung lượng ram. nên ai mua nên xem xét kỹ. sản phẩm của cửa hàng này là hàng dựng (fake) không phải hàng chính hãng,,,,,,,,,,Negative,
