data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"giá rẻ giao hàng nhanh , chất_lượng máy phù_hợp giá tiền , mình mua máy được nửa ngày thấy có chút lag nên bán lại luôn",,,Negative,,,,Positive,,Positive,,
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : màn_hình , camera máy chính hãng , màn_hình rất đẹp , sử_dụng mượt , camera chụp ảnh đẹp trong tầm giá . mình săn sale được 3tr3 , quá xứng_đáng luôn ",,Positive,,Positive,,,Positive,,,,
giao nhanh . gói hàng rất kỹ_càng . cảm_ơn cửa_hàng . mua từ giá 6xx sau thời_gian lên tới 8xx .,,,,,,Positive,Positive,,Positive,,
"Hàng mới nguyên seal , máy chạy mượt_mà ổn_định , để dùng thêm 1 thời_gian nữa xem sao , cho cửa_hàng 5 sao trước đã , còn hình_ảnh chỉ mang tính nhận xu",,,Positive,,,,,,,,
Cảm_giác bị chặt chém khi xem giá 14tr5 rồi mới biết có nhiều hạn_chế,,,,,,,Negative,,,,
"Hình_ảnh minh_hoạ vì mình đang sử_dụng máy , chất_lượng sản_phẩm tuyệt",,,,,,,,,,Positive,
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : tốt Sản_phẩm sử_dụng ổn , mua cho ông_bà bố_mẹ sử_dụng rất tốt",,,,,,,,,,Positive,
"sau 3 ngày test thì tôi thấy đây có_thể là một sản_phẩm nội_địa trung , các thông_số kỹ_thuật được fits lại nhằm lừa_dối khách_hàng , không đúng thực_tế , điện_thoại đã thay màn_hình , không có band tần 5g , hoặc có nhưng bị khoá không sử_dụng được tại việt_nam . lưu_ý những người mua sau chỉ mua để giải_trí , không nên mua làm máy chính bởi điện_thoại này cài khá nhiều app gián_điệp thu_thập thông_tin người sử_dụng .",,,,Negative,,,,,,,
đóng hàng quá mỏng_manh . hộp không có seal . chăm_sóc khách_hàng thiếu nhiệt_tình . nhận hàng hộp móp méo . chăm_sóc khách_hàng bảo không sao . giao hàng không gọi điện trước,,,,,,Negative,,Negative,Negative,,
Chất_lượng sản_phẩm : tạm Đúng với mô_tả : ✓ Tính_năng nổi_bật : sử_dụng sưởi ấm bàn_tay khi lanh rất tốt .. nóng 39 ° tiền_nào_của_ấy .. nghe gọi ô sờ kê ...,,,,,,,Neutral,,,,
"Thiếu tai nghe và ốp như mô_tả , pk không đủ . Tính_năng sạc nhanh chậm hơn dự_kiến . Hiệu_năng đa_nhiệm yếu , app reload liên_tục",Negative,,Negative,,,,,,,Negative,
"Dung_lượng lưu_trữ : bản ram 4g b / 6 4g b tôi rất tin_tưởng nên mua của cửa_hàng này rất nhiều điện_thoại , đến nay dã là tám máy.hàng nhận được đúng với lời giới_thiệu của cửa_hàng , cửa_hàng này rất uy tín.cho cửa_hàng năm sao",,,,,,,,,,Positive,
"giao nhanh , hàng còn nguyên seal , bảo hàng 12 tháng , đúng màu",,,,,,,,Positive,Positive,,
"Nhóm màu : xanh cửa_hàng chuẩn_bị hàng nhanh , uy_tín , hỗ_trợ nhiệt_tình , tốt lắm ạaaa",,,,,,Positive,,Positive,,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb bóng_bẩy và thanh_lịch , tuổi_thọ pin lâu_dài , giá_trị tuyệt_vời cho số tiền bỏ ra , màn_hình sống_động ,",Positive,,,Positive,Positive,,,,,,
"Cửa_hàng cố_tình giao sai màu mà không nhắn_tin hỏi trước , lúc nhận hàng bóc seal xong thấy không đúng màu thì mới thấy tờ giấy của cửa_hàng nhắn là không thích màu đen thì hoàn hàng nguyên seal . Trải_nghiệm rất tệ khi mua sản_phẩm của cửa_hàng .",,,,,,,,,,Negative,
"mua 1 cái bị lỗi , cửa_hàng cug đổi trả nhiệt_tình , cái mới trước_mắt dug thấy tốt , hy_vọng sẽ bền",,,,,,,,Positive,,,
"Đóng_gói sản_phẩm tạm chấp_nhận được , shipping giao hàng bình_thường . Hiệu_năng máy ở mức cũng được , không có gì nổi_bật . "" 1",Neutral,,Neutral,,,Neutral,,,Neutral,,
đã nhận được hàng cửa_hàng đóng_gói cẩn_thận màu xanh xinh xỉu luôn newseal,,,,,Positive,Positive,,,,,
không như đánh_giá sử_dụng đơ bỏ_mẹ ra.có ứng_dụng còn không vào được phí tiền mua hết pin nhanh ẩu thật,Negative,,Negative,,,,,,,,
Màu_sắc : bạc Phân_loại : nguyên seal đã nhận máy và cực_kì hài_lòng,,,,,,,,,,Positive,
"Mình thấy giá đắt hơn so với những gì mình mong_đợi , cảm_giác mua vì thương_hiệu hơn vì sản_phẩm .",,,,,,,Negative,,,,
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Giao hành nhanh , giá tốt chất_lượng cao rcm mọi người nên trải_nghiệm",,,,,,,Positive,,Positive,,
Mọi người không nên mua cửa_hàng lừa vô_cùng khó_chịu toàn buff đơn mua,,,,,,,,,,Negative,
"Chăm_sóc khách_hàng thái_độ khó_chịu , nói_chuyện cộc_lốc . Pin tụt rất nhanh khi sử_dụng data di_động . Camera chụp đêm mờ , không lên chi_tiết .",Negative,Negative,,,,,,Negative,,,
Chất_lượng sản_phẩm : tốt Hàng chính hang .,,,,,,,,,,Positive,
Quá tệ bin tụt nhanh phẩy màn_hình mặc_dù mình mua 99% chán tưởng rẻ mua 2 cái mà không sử_dụng được,Negative,,,Negative,,,,,,,
"variation 3 : đen xanh vàng Dung_lượng lưu_trữ : 32gb Phân_loại sản_phẩm : 50cai . máy không còn zin , sử_dụng tạm được.cửa hàng nhiệt_tình . đóng_gói cẩn_thận .",,,,,,Positive,,,,,
Thông_số pin ghi trên nhãn là 5000mAh,Neutral,,,,,,,,,,
Hàng đúng với mô_tả chất_lượng lắm . Cửa_hàng tư_vấn cũng nhiệt_tình . Nào có mua sẽ mua ủng_hộ tiếp,,,,,,,,Positive,,,
Màn_hình có tần_số quét đúng như thông_số kỹ_thuật đã công_bố .,,,,Neutral,,,,,,,
"Color family : random color sản_phẩm : 5 sao , tốt , điện_thoại sử_dụng mựot , ảnh chụp rõ nét , ngon trong tầm giá . Mình mua đúng đợt giảm_giá khuyến_mãi , giá tốt hơn bây_giờ . Anh_em ủng_hộ cửa_hàng , hàng chất_lượng",,Positive,Positive,,,,Positive,,,,
"Món này của cửa_hàng tam thời thay ngoai hình dep , sạc nhanh , xài khá và dễ sử_dụng nha nhận là thấy thích còn có bền và tốt không thì phải đợi thời_gian . Tam thời ok nha.mong không hư_hỏng gì !",,,,,Positive,,,,,,
"Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : chơi game Đúng với mô_tả : đúng mình thường mua sản_phẩm trên shopee . khá hài_lòng về thời_gian đóng_gói của cửa_hàng và thời_gian giao hàng của đơn_vị vận_chuyển . dòng nubia thì cũng có tìm_hiểu kỹ từ các video review trên ytube cho_nên mình chọn con này . đã test thử từ game , nghe nhạc , độ mượt của màn 120hz quá tốt , giá_cả lại quá hợp túi_tiền . rất tiếc là cửa_hàng không có các dòng nubia z nhưng_mà vẫn tốt . sản_phẩm này ổn trong tầm giá . sẽ ủng_hộ nếu cửa_hàng có các dòng mạnh hơn . chúc cửa_hàng mua may bán đắt nhé .",,,,Positive,,Positive,Positive,,Positive,,
Màn_hình của thiết_bị này có kích_thước 6.5 inch .,,,,Neutral,,,,,,,
"Sản_phẩm đẹp , máy mới , chưa kích_hoạt , cửa_hàng uy_tín thân_thiện , còn về sau thì dùng lâu_dài mới biết",,,,,Positive,,,,,,
Hiệu_năng kém khi cập_nhật . Sau cập_nhật máy lag hơn . Pin hao nhanh hơn . Hãng ra cập_nhật gì mà máy yếu đi rõ_rệt . Pin cũng nhanh cạn . Chăm_sóc khách_hàng đổ lỗi tại người sử_dụng,Negative,,Negative,,,,,Negative,,,
"dễ vỡ không như quảng_cáo hao pin khi sử_dụng 4g . bật 4g 1 tiếng pin tụt 30% , không_thể_nào sử_dụng nổi . ,",Negative,,,,,,,,,,
Giao hàng tạm ổn sản_phẩm giống mô_tả đóng_gói bình_thường ... ! ! ! ! ! ,,,,,,Neutral,,,Positive,,
"cấu_hình vô đối trong tầm giá , hiệu_suất ổn_định , thiết_kế đẹp_mắt . tuyệt_vời cho người sử_dụng muốn trải_nghiệm cao_cấp với giá phải_chăng .",,,,,Positive,,Positive,,,,
đóng_gói thiếu bọt máy bị móp pin tụt 12% mỗi giờ camera selfie thiếu sáng,,Negative,,,,Negative,,,,,
"Thật_sự không_thể tin được với giá cực rẻ khi săn seal mà_lại được một chiếc điện_thoại tốt như_vậy . Giao hàng cực nhanh chỉ mất có 1 ngày , và đây là cảm_nhận của mình sau 1 thời_gian sử_dụng , hiệu_năng tốt , màn hơi tối phải chỉnh độ sáng lên khá cao , đa_nhiệm chưa tối_ưu tốt lắm , pin tuy không trâu như thông_số nhưng đủ cho 1 ngày rất thoải_mái , camera đủ dùng cơ_bản tốt . Nói_chung là quá ngon trong tầm giá rồi , mọi người thích xiaomi thì có_thể cân_nhắc chiếc điện_thoại này nhé .",Positive,Positive,Positive,Negative,,,Positive,,Positive,,
"Color : đen-2 xl mặc mát cho mùa hè , chất_lượng tốt sẽ test xem ntn qua mấy ngày mặc thử",,,,,,,,,,,Neutral
Shipping giao sai màu sản_phẩm hiệu_năng lag khi cập_nhật phần_mềm đóng_gói lộn_xộn phụ_kiện,,,Negative,,,Negative,,,Negative,,
"Máy có tính_năng Always-On Display , mình chưa biết cách bật tính_năng này ở đâu .",,,,Neutral,,,,,,,
"Nhóm màu : đen  Chất_lượng camera : chất_lượng máy_ảnh tuyệt_vời để chụp lại khoảnh_khắc , dung_lượng lưu_trữ rộng_rãi 128gb ,",,Positive,,,,,,,,,
"máy rất đẹp nha , đóng_gói chỉn_chu , mua cho ng lớn sử_dụng nên pin trâu tốt , sẽ mua lại sau_này",Positive,,,,Positive,Positive,,,,,
"Đúng với mô_tả : nguyên seal Chất_lượng sản_phẩm : như mô_tả Tính_năng nổi_bật : mới ít hôm nữa khui seal xem ntn nhưng với giá này bảo_hành 18 tháng tặng kèm tai nghe thì qá tốt rồi ,",,,,,,,Positive,Positive,,,
"Tính_năng nổi_bật : giải_trí Chất_lượng sản_phẩm : hài_lòng giao hàng nhanh , sản_phẩm đẹp , đã sử_dụng được nửa ngày thấy rất tốt , dành cho ai chi_phí hạn_hẹp hoặc mua cho bé học_tập rất tốt . có phiếu bảo_hành nửa nên rất yên_tâm , đáng mua nhé mọi người !",,,,,Positive,,,Positive,Positive,,
Camera sau của máy có bao_nhiêu megapixel ?,,Neutral,,,,,,,,,
"màn_hình sống_động , giá_trị tuyệt_vời cho số tiền bỏ ra ,",,,,Positive,,,Positive,,,,
"Mình mua đợt đầu nên giá cực_kỳ mắc , giờ giảm sâu thấy tiếc tiền kinh_khủng .",,,,,,,Negative,,,,
Thời_lượng pin đáp_ứng được nhu_cầu sử_dụng thông_thường .,Neutral,,,,,,,,,,
"Tính_năng nổi_bật : ổn Chất_lượng sản_phẩm : tạm Đúng với mô_tả : tốt Máy zin sử_dụng chưa qua sửa_chữa cấu_hình mạnh gaming chuyên game , ram 8/128 máy full chức_năng không lỗi",,,,,,,,,,Positive,
Nhóm màu : đen rất tuyệt,,,,,,,,,,Positive,
Tính_năng nổi_bật : cửa_hàng uy tin chưa test được nhiều nhưng thấy máy rất ổn,,,,,,,,,,Positive,
"Phần_mềm gốc không có nhiều ứng_dụng cài sẵn , thời_gian bảo_hành là 12 tháng theo quy_định .",,,,,,,,Neutral,,Neutral,
"điện_thoại siêu mỏng , lướt mượt_mà êm_ái , game ngon , nhưng ai thích chụp hình thì suy_nghĩ lại , thấy 3cam chứ thật_ra là fake : ) ) )",,Negative,Positive,,Positive,,,,,,
Thật_sự thấy hơi mắc vì máy trông thô và trầy nhiều chả đáng tiền,,,,,Negative,,Negative,,,,
Hàng chính hãng đầy_đủ phụ_kiện máy Sài ổn,,,,,,,,,,Positive,
"Màn_hình oled nhưng chắc không phải màn_hình oled zin , cảm_ứng vân tay ✋ không mượt , nhạy như reno 2 f mình sử_dụng ...",,,,Negative,,,,,,,
Sản_phẩm tốt mua cái đồ này thì hên xui thôi chứ ở xa thế_này cũng không mong_muốn bảo_hành cho lắm ,,,,,,,,,,Positive,
Tính_năng nổi_bật : sử_dụng mượt như ngọc trinh Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng sản_phẩm bên cửa_hàng vừa rẻ vừa tốt nè . Mình sẽ ủng_hộ lần kế_tiếp ạ . Các bạn vào ủng_hộ cửa_hàng nhé . Mình đã sử_dụng nên quên hog chụp ảnh lại ạ . Cửa_hàng thông_cảm mình sử_dụng ảnh minh_hoạ để nhận xu ạ,,,Positive,,,,Positive,,,,
"Sản_phẩm thiết_kế đẹp , mạnh_mẽ với giá_cả phải_chăng , tuy_nhiên hệ_điều_hành hơi ít tuỳ biến , ít hơn cả điện_thoại thuần Google pixel",,,Positive,,Positive,,Positive,,,,
"Chất_lượng sản_phẩm : không Đúng với mô_tả : không Tính_năng nổi_bật : không cửa_hàng làm_việc thiếu uy_tín , không giữ cam_kết với khách_hàng . Có dấu_hiệu lừa_dối , mọi người nên cân_nhắc khi mua",,,,,,,,Negative,,,
"máy mới nhưng camera có độ trễ , máy hơi lag , quay màn_hình bị lỗi ( reset lại máy khắc_phục được lỗi quay màn_hình nhưng lag và camera trễ vẫn còn ) . trả hàng hoàn tiền thì kg được vì đã sử_dụng rồi . đổi trả máy trong 30 ngày thì phải gửi máy chờ 7-14 ngày kg có máy để sử_dụng . trả hàng thì mất phí 30% . nên thôi để sử_dụng chứ biết sao . mọi người nên cân_nhắc khi mua .",,Negative,Negative,,,,,Negative,,,
"Màu_sắc : đen Phân_loại : nguyên seal chất_lượng tốt , sử_dụng 1 esim . Khi vận_chuyển bị móp hộp",,,,,,,,,Negative,,
"Ngoại_hình kém , sơn bong ' premium ' nhưng dỏm camera & pin đều yếu ,",Negative,Negative,,,Negative,,,,,,
Phiên_bản : mỹ 2 sim Dung_lượng lưu_trữ : 128gb cửa_hàng không tôn_trọng khách_hàng nói_chuyện ra_vẻ hiểu_biết ta_đây cho nó 1 sao,,,,,,,,Negative,,,
"Dùng tác_vụ bt như ví_dụ litmatch mượt , chơi game standoff 2 mượt 120hz , pubg và liên_quân không bật được 120hz , nói_chung quá ngon may_mắn được mã youtube shoping giảm còn gần 3 củ 3 quá rẻ máy mới nên yên_tâm sử_dụng , chờ hơi lâu khoảng 11 ngày do không có hàng sẵn",,,Positive,,,,Positive,,Negative,,
"bắt wifi cực yếu đúng sóng_sánh chập_chờn . cùng 1 mạng wifi mà máy khác căng đét , máy này được 1 vạch . quá chán .",,,,,,,,,,Negative,
Máy rất đẹp như mới kiểm_tra sạc hơn 200 lần dùng một thời_gian xem thế_nào,,,,,Positive,,,,,,
Màn_hình có kích_thước và độ_phân_giải như thông_số đã công_bố .,,,,Neutral,,,,,,,
"Sau hơn nửa thế_kỷ hoạt_động , nơi đây bộc_lộ nhiều hạn_chế , nguy_cơ ảnh_hưởng môi_trường nước sông Đồng_Nai . Năm 2009 , khu công_nghiệp được chuyển đổi thành khu đô_thị thương_mại dịch_vụ . Mới_đây đề_án chuyển_đổi khu trung_tâm hành_chính và đô_thị với tổng diện_tích khoảng 330 ha được tỉnh Đồng_Nai phê_duyệt .",,,,,,,,,,,Neutral
"Nhóm Màu_sắc : màu ngẫu_nhiên sản_phẩm : giá rẻ , không đòi_hỏi thêm , tặng cửa_hàng 5 sao",,,,,,,Positive,,,,
"bị trầy không như quảng_cáo nhạy_cảm nhiệt ,",,,,,,,,,,Negative,
ngoại_hình : máy cũ trầy_xước nhẹ tối,,,,,Negative,,,,,,
"cửa_hàng tư_vấn lấy lên bản 99% máy rất mới và đẹp , giao hàng nhanh . đóng_gói cẩn_thận , phụ_kiện đầy_đủ , dặn_dò chu_đáo trước khi giao . hiện_tại sử_dụng mấy ngày thấy khá ổn và chưa có vấn_đề gì",,,,,,Positive,,,Positive,,
"Color family : random color sản_phẩm : điện_thoại đẹp , cấu_hình mạnh , tốc_độ xử_lý nhanh . chất_lượng âm_thanh và camera cũng rất tuyệt_vời . rất hài_lòng với sản_phẩm này",,Positive,Positive,,,,,,,Positive,
"Mua được giá 6800 rẻ , tất_cả đều ngon_lành trừ cam hơi chậm .",,Negative,,,,,Positive,,,,
"Nhóm màu : blue Dung_lượng lưu_trữ : 128gb đóng_gói kỹ , rất kỹ là đằng khác . giao hàng khá nhanh khi hàng phải đi từ hà_nội vào tphcm . hàng còn bảo_hành đúng hạn . giá tốt so với mặc bằng chung kể_cả lúc sale . 100 điểm cho cửa_hàng và lazada .",,,,,,Positive,Positive,Positive,Positive,,
trải_nghiệm mua hàng tồi_tệ nhất từ cửa_hàng mà vận_chuyển . cửa_hàng ghi địa_chỉ hà_nội mà giao hàng gần 1 tuần mà điện_thoại hỏng cần máy gấp vận_chuyển thì lỗi đơn phải tự tìm bưu_cục tự đến lấy cửa_hàng lớn như fpt mà không có kho tại hà_nội quá tệ trong khi các cửa_hàng khác giao hàng trong ngày,,,,,,,,,Negative,,
Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : tốt Đúng với mô_tả : tốt Nguyên seal . Đẹp nhỏ gọn . Jwngs dụng đầy_đủ . Mỗi_tội không có phím chỉnh âm_lượng .,,,,,Positive,,,,,Positive,
variation 3 : mỹ 2 sim 99% 128gb chất_lượng : tốt_đẹp chuẩn 99 không trầy_xước từ viền tới vỏ ngoài,,,,,Positive,,,,,,
"Cập_nhật xong thành cục gạch đúng phần_mềm tệ . Vừa cập_nhật phần_mềm xong máy lag hơn hẳn , pin cũng yếu đi . Biết thế không cập_nhật .",Negative,,Negative,,,,,,,Negative,
Đúng sản_phẩm . Hàng đẹp mới chuẩn nha . Rất hài_lòng,,,,,Positive,,,,,,
"Đóng_gói kĩ_càng chắc_chắn , chu_đáo rất hài_lòng vô_cùng , lần đầu đặt mua 2 máy hơi lo_lắng , nhưng đổi ngược_lại khi nhận được thích lắm luôn máy đẹp keng zin chính hãng cửa_hàng uy tín nhất luôn ạ . Không còn gì để bàn cải nữa yêu cửa_hàng nhiều lắm , mọi người yên_tâm mua , đừng nói cho 100 sao thôi mình cho cửa_hàng 10000 sao luôn máy mới 99% ",,,,,Positive,Positive,,,,,
"Hàng tốt , uy_tín chính hãng , săn sale được giá tốt , giao nhanh nên rất hài_lòng .",,,,,,,Positive,,Positive,,
Mọi thứ đều tốt.ngoài trừ việc ship hàng quá lâu.mình nội_thành hà_nội mà mất tới 7 ngày .,,,,,,,,,Negative,,
shipping tính phí cao không rõ_ràng . phí vận_chuyển đắt . không được hỗ_trợ phí . phí ship quá cao không tương_xứng vs quãng đường . đóng hàng hơi mỏng,,,,,,Negative,,,Negative,,
"Hàng đểu , màn_hình xấu , mình khuyên không nên mua",,,,Negative,,,,,,,
Màn_hình cảm_biến hơi đơ nhưng máy cầm_chắc chắn giao hàng gói hàng cẩn_thận,,,,Negative,,Positive,,,,,
Màn_hình có kích_thước 6.1 inch và độ_phân_giải tiêu_chuẩn .,,,,Neutral,Neutral,,,,,,
"kém sai mô_tả lag máy đơ liên_tục , camera vỡ , shipper giao hàng trễ 5 ngày ,",,Negative,,,,,,,Negative,,
"Màu_sắc : xanh dương Phân_loại sản_phẩm : có kèm phụ_kiện điện_thoại xịn xò thật_sự , đầy_đủ chức_năng , vuốt rất mượt , mình rất ưng luôn nên mình sẽ tiếp_tục ủng_hộ lần sau nha",,,Positive,,,,,,,,
kích_cỡ : 5xl khuyến_nghị 90-100 kg Nhóm màu : màu xanh lá tốt,,,,,,,,,,,Neutral
"Nhóm màu : xanh băng dung_lượng : 4g b / 6 4g b tuyệt_vời cho sử_dụng hàng ngày , màn_hình hd + 6.7 inch , sạc nhanh 25w ,",,,,,,,,,,Positive,
Em cảm_ơn cửa_hàng nhiều a điện_thoại đẹp ạ ,,,,,Positive,,,,,,
"nhếch_nhác không đúng pin yếu , hiệu_năng giật",Negative,,Negative,,,,,,,,
Giáo hàng nhanh hơn dự_kiến .,,,,,,,,,Positive,,
Máy ngon áp_suất còn màn hơi ám nhẹ một_chút cảm_ơn chúc bạn mạnh_khoẻ hạnh_phúc Bình_An,,,,Negative,,,,,,,
"camera sau chụp rất mờ , ảnh tối và nhiễu hạt nhiều . ship quá chậm , mất 10 ngày mới nhận được . đóng_gói mỏng_manh , hộp bị móp nhẹ .",,Negative,,,,Negative,,,Negative,,
camera màu không cân_bằng shipping giao sai tỉnh đóng hàng thiếu hướng_dẫn,,Negative,,,,Negative,,,Negative,,
cửa_hàng phản_hồi tin nhắn trong vòng 5 phút .,,,,,,,,Neutral,,,
Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : điện_thoại 5g Đúng với mô_tả : đúng với miêu_tả đã nhận được hàng sản_phẩm chính tốt hãng nhìn đẹp và rất chắc_chắn sẽ ủng_hộ cửa_hàng thêm,,,,,Positive,,,,,,
Dung_lượng lưu_trữ : 128gb Nhóm màu : đen trân_châu Phân_loại sản_phẩm : 6gb máy mới mua chưa được 1 tuần mà vào zalo bị lỗi như này . đề_nghị cửa_hàng liên_hệ hỗ_trợ,,,,,,,,,,Negative,
"Tính_năng nổi_bật : cam chụp đẹp Chất_lượng sản_phẩm : tốt Đúng với mô_tả : tốt Mình thấy hàng tốt so với giá , săn 1 lần 3 máy luôn , mua cho cty thì mọi người nên note trong ghi_chú lấy hđ nhé , cửa_hàng xuất hd khi mình đặt_hàng . Hi_vọng máy sử_dụng bền , chủ_yếu để nghe gọi và sử_dụng zalo , Facebook",,Positive,,,,,Positive,,,,
Giá bán là 6 triệu đồng,,,,,,,Neutral,,,,
Rất hài_lòng,,,,,,,,,,Positive,
điện_thoại mất rất nhiều về tính_năng nổi_bật không có phần giới_thiệu điện_thoại với cài_đặt bổ_sung trong cài_đặt máy sài nóng rất nhanh mặt lưng thay bị hở màn . hình thì bị ám đen rất nhiều ở phần trền chs game thì tạm chấp_nhận . xem phim chất_lượng hình_ảnh được 3.5 sao,,,,Negative,Negative,,,,,,
"Dung_lượng lưu_trữ : 64gb đã nhận đơn hàng , tất_cả đều tốt . cảm_ơn nbh ...",,,,,,,,,,Positive,
"Giao hàng nhanh đóng_gói chắc_chắn , nguyên seal , rẻ đẹp , sang",,,,,Positive,Positive,Positive,,Positive,,
"Mình ở khá gần cửa_hàng nhưng cũng phải 2 ngày mới giao tới . Hộp nguyên seal , bọc cẩn_thận không bị méo móp hộp . Máy mới thi_thoảng có chút chậm , không mượt lắm . Nhưng săn sale được khoảng 3tr6 cũng khá hài_lòng . Mong dùng ổn_định bền được lâu_dài . Nếu ok sẽ ủng_hộ tiếp",,,Negative,,,Positive,Positive,,,,
trước khi mua hàng hãy cân_nhắc kỹ .. cửa_hàng này nói_chuyện bố_láo,,,,,,,,,,Negative,
Màu_sắc : đen Phân_loại : nguyên seal được tặng sạc . Nên mua mha anh_em,,,,,,,,,,Positive,
"Chất_lượng sản_phẩm : kha tốt Đúng với mô_tả : dung Tính_năng nổi_bật : nghe , gọi mình thay các bạn làm_việc thì mua để gọi điện thôi , máy nhỏ dễ mang , mình không bt s bộ_nhớ bị đầy , không chơi được game nhe mọi người , nói_chung khuyên chỉ mua để phục_vụ công vc , không giải_trí",,,,,Positive,,,,,,
"đóng_gói thiếu lớp lót , ship nhầm lối vào . camera sau macro lem_lém , pin sạc mất bốn giờ rưỡi .",Negative,Negative,,,,Negative,,,Negative,,
Bán không đúng sản_phẩm . Không uy_tín,,,,,,,,,,Negative,
Tính_năng nổi_bật : tốt Đúng với mô_tả : tốt Chất_lượng sản_phẩm : tốt Hình_ảnh mang tính_chất minh_hoạ và nhận xu thôi ạ ! ! ! ! !,,,,,,,,,,Positive,
"chất_lượng tốt với tầm giá , sử_dụng mượt hình_thức khá đẹp",,,Positive,,Positive,,Positive,,,,
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : chip mạnh , mượt sản_phẩm giá rẻ . giao hàng nhanh , máy siêu mượt luôn , màu_sắc cửa_hàng giao cũng đúng nữa . pin ở mức ổn , máy 8/128 chứ không phải 8/256 như cửa_hàng mô_tả . chất_lượng sản_phẩm tốt",Positive,,Positive,,,,Positive,,Positive,,
"hiệu_năng gaming rất kém , giật lag . không_thể chơi game nặng . không . chơi game giật lag , máy nóng . chăm_sóc khách_hàng trả_lời qua_loa , không giải_quyết được vấn_đề .",,,Negative,,,,,Negative,,,
"Tồi_tệ khác xa không nổi_bật chăm_sóc khách_hàng không hỗ_trợ đổi . Camera noise ban_đêm . ,",,Negative,,,,,,Negative,,,
"hàng tốt dù màn_hình đã bị thay mới , vẫn bị lồi giấy_bóng ra ngoài màn_hình nhưng với giá tiền này thì quá tốt ,",,,,Negative,,,Positive,,,,
"Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng mô_tả Tính_năng nổi_bật : sản_phẩm đóng_gói cẩn_thận . khi mở ra mới tính , chưa kích_hoạt bảo_hành khi mới bóc seal",,,,,,Positive,,,,,
Pin sạc nhánh rất tốt để chơi game .,Positive,,,,,,,,,,
"Mua 3 máy của cửa_hàng rồi hàng đẹp xịn chuẩn , màn lúc_nào cũng đẹp hàng 97% mà ngang 99% của cửa_hàng khác , chủ cửa_hàng xịn chăm_sóc khách_hàng oke ạ",,,,Positive,Positive,,,Positive,,,
mua 1 mà được nhiều quà tặng lắm luôn huhu sẽ ủng_hộ cửa_hàng típ nè . ảnh và video mang tính_chất minh_hoạ ạ,,,,,,,,,,Positive,
trong tầm giá độ bền chưa biết,,,,,,,Positive,,,Neutral,
"Mua lần 2 , và lần này sẽ không mua lần nào nữa , rom có 64gb chán cửa_hàng quá",,,,,,,,,,Negative,
"Sản_phẩm của cửa_hàng đúng chất sáng xịn mịn , giá_cả rất hợp túi_tiền , này nhận hàng cảm_thấy cửa_hàng đóng_gói rất cẩn_thận và chu_đáo luôn , mình rất hài_lòng , mãi ủng_hộ cửa_hàng",,,,,,Positive,Positive,,,,
"Quá_trình vận_chuyển mất khoảng 3 ngày làm_việc , đúng như thông_báo của cửa_hàng .",,,,,,,,Neutral,Neutral,,
"Chất_lượng sản_phẩm : tệ_hại Đúng với mô_tả : đúng Tính_năng nổi_bật : không có gì ngon hết sản_phẩm : hàng lỗi hoặc bị hư_hỏng , sản_phẩm chất_lượng kém điện_thoại chơi game giật lag liên_tục dù đã để setting thấp nhất",,,Negative,,,,,,,,
"Color family : natural storage capacity : 512gb  Thời_lượng pin : trâu , sử_dụng cà ngày  Chất_lượng camera : 48 mpx , nét cáng , chi_tiết và nhanh ⚡ Hiệu_suất : quá xuất_sắc .",Positive,Positive,Positive,,,,,,,,
Màu_sắc : xanh ngọc ram / bộ_nhớ : ram 8 g / 128 g máy ổn cục sạc 20w như qq . Không lên nỗi sạc nhanh,Negative,,,,,,,,,,
"máy hay đơ . không đúng màu đã chọn . camera chụp tối noise nhiều . máy lag , hay treo khi mở nhiều app . pin không ổn_định . ship lâu , không thông_báo trước . chụp đêm tệ",Negative,Negative,Negative,,,Negative,,,Negative,,
Đã nhận được hàng rồi ạ . Sản_phẩm dùng tạm được .,,,,,,,,,,Positive,
"Nhóm màu : xanh nhạt Phân_loại sản_phẩm : có sạc đã nhận được điện_thoại a53s máy tốt , bộ_nhớ đảm_bảo , cục sạc và dây sạc quá chuẩn , giao hàng nhanh , người giao hàng tận_tình , chu_đáo và cẩn_thận",,,,,,,,,Positive,,
"dở không không có pin sạc ì_ạch . hiệu_năng treo máy hoài . ,",Negative,,Negative,,,,,,,,
cũng ổn máy mượt nhanh nóng mua về chs game,,,Positive,,,,,,,,
